id,subject,sid,univer,univer_code,course,course_code,qualification
533,Accountancy,10,"University of Central Lancashire",C30,"Business Joint Honours Programmes - (Accounting (B))",NY10,"3FT/4SW Hon BA/BSc"
534,Accountancy,10,"University of Central Lancashire",C30,"Combined Honours Programme - (Accounting (B1))",Y003,"3FT Hon BA/BSc"
535,Accountancy,10,"University of Chester",C55,"Accounting & Finance and Business",NN41,"3FT Hon BA"
536,Accountancy,10,"University of Chester",C55,"Accounting & Finance and French",NR41,"3FT Hon BA"
537,Accountancy,10,"University of Chester",C55,"Accounting & Finance and German",NR42,"3FT Hon BA"
538,Accountancy,10,"University of Chester",C55,"Accounting & Finance and International Business",NN4C,"3FT Hon BA"
539,Accountancy,10,"University of Chester",C55,"Accounting & Finance and Law",NM41,"3FT Hon BA"
540,Accountancy,10,"University of Chester",C55,"Accounting & Finance and Management",NN42,"3FT Hon BA"
541,Accountancy,10,"University of Chester",C55,"Accounting & Finance and Spanish",NR44,"3FT Hon BA"
542,Accountancy,10,"University of Chester",C55,"Accounting & Finance with Business",N4NC,"3FT Hon BA"
543,Accountancy,10,"University of Chester",C55,"Accounting & Finance with French",N4R1,"3FT Hon BA"
544,Accountancy,10,"University of Chester",C55,"Accounting & Finance with German",N4R2,"3FT Hon BA"
545,Accountancy,10,"University of Chester",C55,"Accounting & Finance with International Business",N4N1,"3FT Hon BA"
546,Accountancy,10,"University of Chester",C55,"Accounting & Finance with Law",N4M1,"3FT Hon BA"
547,Accountancy,10,"University of Chester",C55,"Accounting & Finance with Management",N4N2,"3FT Hon BA"
548,Accountancy,10,"University of Chester",C55,"Accounting & Finance with Spanish",N4R4,"3FT Hon BA"
549,Accountancy,10,"University of Chester",C55,"Accounting and Finance (3 year)",NN4H,"3FT Hon BSc"
550,Accountancy,10,"University of Chester",C55,"Accounting and Finance (4 year)",NN4J,"4FT Hon BSc"
551,Accountancy,10,"University of Chester",C55,"Business with Accounting & Finance",N1N4,"3FT Hon BA"
552,Accountancy,10,"University of Chester",C55,"French with Accounting and Finance",R1N4,"3FT Hon BA"
553,Accountancy,10,"University of Chester",C55,"German with Accounting & Finance",R2N4,"3FT Hon BA"
554,Accountancy,10,"University of Chester",C55,"International Business with Accounting & Finance",N1NK,"3FT Hon BA"
555,Accountancy,10,"University of Chester",C55,"Law with Accounting & Finance",M1N4,"3FT Hon BA"
556,Accountancy,10,"University of Chester",C55,"Management with Accounting & Finance",N2N4,"3FT Hon BA"
557,Accountancy,10,"University of Chester",C55,"Spanish with Accounting & Finance",R4N4,"3FT Hon BA"
558,Accountancy,10,"University of Chichester",C58,"Accounting & Finance with Intntl English Studies",N4Q3,"3FT Hon BA"
559,Accountancy,10,"University of Chichester",C58,"Accounting and Finance",NN43,"3FT Hon BA"
560,Accountancy,10,"University of Chichester",C58,"Accounting and International English Studies",NQ43,"3FT Hon BA"
561,Accountancy,10,"University of Chichester",C58,"Event Management and Accounting & Finance",NN84,"3FT Hon BA"
562,Accountancy,10,"University of Chichester",C58,"IT Mgt for Business and Accounting & Finance",GN54,"3FT Hon BA"
563,Accountancy,10,"City University",C60,Economics/Accountancy,LN14,"3FT Hon BSc"
564,Accountancy,10,"Coventry University",C85,Accountancy,N410,"3FT/4SW Hon BA"
565,Accountancy,10,"Coventry University",C85,"Accounting and Economics",NLK1,"3FT Hon BA"
566,Accountancy,10,"Coventry University",C85,"Accounting and Finance",NN34,"3FT Hon BA"
567,Accountancy,10,"Coventry University",C85,"Business and Accounting",NN14,"3FT Hon BA"
568,Accountancy,10,"Coventry University",C85,"Marketing and Accounting",NNK5,"3FT Hon BA"
569,Accountancy,10,"Croydon College",C92,Business,N100,"1FT/3FT Hon BA"
570,Accountancy,10,"University of Cumbria",C99,"Accountancy and Law",NM41,"3FT Hon BA"
571,Accountancy,10,"University of Cumbria",C99,"Accounting and Finance",NN43,"3FT Hon BA"
572,Accountancy,10,"University of Cumbria",C99,Finance,N300,"2FT Fdg FdA"
573,Accountancy,10,"De Montfort University",D26,"Accounting and Business",NN14,"3FT/4SW Hon BA"
574,Accountancy,10,"De Montfort University",D26,"Accounting and Computing",NG44,"3FT/4SW Hon BA/BSc"
575,Accountancy,10,"De Montfort University",D26,"Accounting and Finance",N420,"3FT/4SW Hon BA"
576,Accountancy,10,"De Montfort University",D26,"Accounting and Law",MN14,"3FT/4SW Hon BA"
577,Accountancy,10,"De Montfort University",D26,"Accounting and Marketing",NN45,"3FT Hon BA"
578,Accountancy,10,"De Montfort University",D26,Business,422N,"2FT HND"
579,Accountancy,10,"De Montfort University",D26,"Business and Finance",NN31,"3FT/4SW Hon BA"
580,Accountancy,10,"De Montfort University",D26,"Business and Management",NN12,"3FT/4SW Hon BA"
581,Accountancy,10,"De Montfort University",D26,"Business and Management",NNC2,"2FT Fdg FdA"
582,Accountancy,10,"De Montfort University",D26,"Business Law",M221,"3FT/3FT Hon/Ord LLB"
583,Accountancy,10,"De Montfort University",D26,"Business Management and Enterprise",NN21,"3FT/4SW Hon BA"
584,Accountancy,10,"De Montfort University",D26,"Business Studies",N100,"3FT/4SW Hon BA"
585,Accountancy,10,"De Montfort University",D26,Finance,N300,"3FT/3FT Hon/Ord BSc"
586,Accountancy,10,"University of Derby",D39,"Accounting and American Studies",NT47,"3FT Hon BA"
587,Accountancy,10,"University of Derby",D39,"Accounting and Architectural Design",NK41,"3FT Hon BA"
588,Accountancy,10,"University of Derby",D39,"Accounting and Biology",NC41,"3FT Hon BA/BSc"
589,Accountancy,10,"University of Derby",D39,"Accounting and Business Management",NN24,"3FT Hon BA"
590,Accountancy,10,"University of Derby",D39,"Accounting and Computer Networks",NG44,"3FT Hon BSc"
591,Accountancy,10,"University of Derby",D39,"Accounting and Computing",NG4K,"3FT Hon BSc"
592,Accountancy,10,"University of Derby",D39,"Accounting and Computing Management",NG4L,"3FT Hon BSc"
593,Accountancy,10,"University of Derby",D39,"Accounting and Creative Design Practices",NW42,"3FT Hon BA"
594,Accountancy,10,"University of Derby",D39,"Accounting and Creative Writing",NW48,"3FT Hon BA"
595,Accountancy,10,"University of Derby",D39,"Accounting and Criminology",NM49,"3FT Hon BA"
596,Accountancy,10,"University of Derby",D39,"Accounting and Dance & Movement Studies",NW45,"3FT Hon BA"
597,Accountancy,10,"University of Derby",D39,"Accounting and Education Studies",NX43,"3FT Hon BA"
598,Accountancy,10,"University of Derby",D39,"Accounting and English",NQ43,"3FT Hon BA"
599,Accountancy,10,"University of Derby",D39,"Accounting and Enterprise Management",NN42,"3FT Hon BA"
600,Accountancy,10,"University of Derby",D39,"Accounting and Film & Television Studies",NP43,"3FT Hon BA"
601,Accountancy,10,"University of Derby",D39,"Accounting and Finance",N400,"3FT/4SW Hon BA"
602,Accountancy,10,"University of Derby",D39,"Accounting and Geography",FN84,"3FT Hon BSc"
603,Accountancy,10,"University of Derby",D39,"Accounting and Geology",FN64,"3FT Hon BSc"
604,Accountancy,10,"University of Derby",D39,"Accounting and Healing Arts",NB43,"3FT Hon BA"
605,Accountancy,10,"University of Derby",D39,"Accounting and Human Resource Management",NN46,"3FT Hon BA"
606,Accountancy,10,"University of Derby",D39,"Accounting and Law",MN1K,"3FT Hon BA"
607,Accountancy,10,"University of Derby",D39,"Accounting and Marketing",NN45,"3FT Hon BA"
608,Accountancy,10,"University of Derby",D39,"Accounting and Mathematics",GN14,"3FT Hon BSc"
609,Accountancy,10,"University of Derby",D39,"Accounting and Media Writing",NW4V,"3FT Hon BA"
610,Accountancy,10,"University of Derby",D39,"Accounting and Popular Culture & Media",NP4H,"3FT Hon BA"
611,Accountancy,10,"University of Derby",D39,"Accounting and Popular Music Production",NW43,"3FT Hon BA"
612,Accountancy,10,"University of Derby",D39,"Accounting and Psychology",NC48,"3FT Hon BA/BSc"
613,Accountancy,10,"University of Derby",D39,"Accounting and Web-based Systems",NGK4,"3FT Hon BA/BSc"
614,Accountancy,10,"University of Derby",D39,"Joint Honours Scheme - (Accounting)",Y002,"3FT Hon BA/BSc"
615,Accountancy,10,"University of Derby",D39,"Travel & Tourism and Accounting",NN84,"3FT Hon BA"
616,Accountancy,10,"University of Dundee",D65,"Accountancy (3 year Hons)",N401,"3FT Hon BAcc"
617,Accountancy,10,"University of Dundee",D65,"Accountancy (3 year Hons) - (Accountancy with a Language)",N401,"3FT Hon BAcc"
618,Accountancy,10,"University of Dundee",D65,"Accountancy (3 year Hons) - (Business Finance)",N401,"3FT Hon BAcc"
619,Accountancy,10,"University of Dundee",D65,"Accountancy (3 year Hons) - (Management and Information Systems)",N401,"3FT Hon BAcc"
620,Accountancy,10,"University of Dundee",D65,"Accountancy (3 years without Honours)",N410,"3FT Ord BAcc"
621,Accountancy,10,"University of Dundee",D65,"Accountancy (4 year Hons)",N400,"4FT Hon BAcc"
622,Accountancy,10,"University of Dundee",D65,"Accountancy (4 year Hons) - (Accountancy with a Language)",N400,"4FT Hon BAcc"
623,Accountancy,10,"University of Dundee",D65,"Accountancy (4 year Hons) - (Business Finance)",N400,"4FT Hon BAcc"
624,Accountancy,10,"University of Dundee",D65,"Accountancy (4 year Hons) - (Management and Information Systems)",N400,"4FT Hon BAcc"
625,Accountancy,10,"University of Dundee",D65,"Accountancy and Applied Computing (4 year Hons)",GN44,"4FT Hon BSc"
626,Accountancy,10,"University of Dundee",D65,"Accountancy and Mathematics (4 year Hons)",GN14,"4FT Hon BSc"
627,Accountancy,10,"University of Dundee",D65,"International Accountancy (3 Year Hons)",N491,"3FT Hon BIAcc"
628,Accountancy,10,"University of Dundee",D65,"International Accountancy (4 Year Hons)",N490,"4FT Hon BIAcc"
629,Accountancy,10,"Durham University",D86,"Accounting and Finance",NN43,"3FT Hon BA"
630,Accountancy,10,"Durham University",D86,"Accounting and Finance with Foundation",NN4H,"4FT Hon BA"
631,Accountancy,10,"Durham University",D86,"Business Finance",N420,"3FT Hon BA"
632,Accountancy,10,"University of East Anglia",E14,"Accounting and Finance",N400,"3FT Hon BSc"
633,Accountancy,10,"University of East Anglia",E14,"Accounting with Law",N4M1,"3FT Hon BSc"
634,Accountancy,10,"University of East Anglia",E14,"Accounting with Management",N4N2,"3FT Hon BSc"
635,Accountancy,10,"University of East Anglia",E14,"Business Finance and Economics",NL41,"3FT Hon BSc"
636,Accountancy,10,"University of East Anglia",E14,"Business Information Systems",GN54,"3FT Hon BSc"
637,Accountancy,10,"University of East Anglia",E14,"Economics with Accountancy",L1N4,"3FT Hon BSc"
638,Accountancy,10,"University of East Anglia",E14,"Mathematics with Management Studies",G1N2,"3FT Hon BSc"
639,Accountancy,10,"East End Computing and Business College",E21,"Accountancy (Part 1) (ACCA)",N410,"3FT Oth Diploma"
640,Accountancy,10,"East End Computing and Business College",E21,"Accountancy (Part 2) ACCA",N414,"3FT Hon Cert"
641,Accountancy,10,"East End Computing and Business College",E21,"Accountancy (Part 3) (ACCA)",N415,"1FT Hon Cert"
642,Accountancy,10,"East Lancashire Institute of Higher Education at Blackburn College",E25,Accounting,N401,"2FT Fdg FdA"
643,Accountancy,10,"East Lancashire Institute of Higher Education at Blackburn College",E25,"Business Accounting",N400,"3FT Hon BA"
644,Accountancy,10,"University of East London",E28,Accounting,N400,"3FT Hon BA"
645,Accountancy,10,"University of East London",E28,"Accounting and Finance",N420,"3FT Hon BA"
646,Accountancy,10,"University of East London",E28,"Accounting with Anthropology",N4L6,"3FT Hon BA"
647,Accountancy,10,"University of East London",E28,"Accounting with Law",N4MC,"3FT Hon BSc"
648,Accountancy,10,"University of East London",E28,"Accounting with Third World Development",N4L9,"3FT Hon BSc"
649,Accountancy,10,"University of East London",E28,Accounting/Anthropology,NL46,"3FT Hon BA"
650,Accountancy,10,"University of East London",E28,"Accounting/Business Economics",LN14,"3FT Hon BA"
651,Accountancy,10,"University of East London",E28,"Accounting/Business Information Systems",G5NL,"3FT Hon BA/BSc"
652,Accountancy,10,"University of East London",E28,Accounting/Law,N4M1,"3FT Hon BA"
653,Accountancy,10,"University of East London",E28,"Accounting/Psychosocial Studies",NC48,"3FT Hon BA"
654,Accountancy,10,"University of East London",E28,"Accounting/Third World Development",NL49,"3FT Hon BA"
655,Accountancy,10,"University of East London",E28,"Computer Networks with Accounting",G4N4,"4SW Hon BSc"
656,Accountancy,10,"University of East London",E28,"Health Services Management with Accounting",N2N4,"3FT Hon BSc"
657,Accountancy,10,"University of East London",E28,"Information Technology with Accounting",G5N4,"3FT Hon BSc"
658,Accountancy,10,"University of East London",E28,"Information Technology/Accounting",GN54,"3FT Hon BA/BSc"
659,Accountancy,10,"University of East London",E28,"Law with Accounting",M1NK,"3FT Hon BA"
660,Accountancy,10,"University of East London",E28,"Software Engineering with Accounting",G6N4,"3FT Hon BSc"
661,Accountancy,10,"University of East London",E28,"Sports & Exercise Science with Accounting",C6N4,"3FT Hon BSc"
662,Accountancy,10,"University of East London",E28,"Third World Development/Accounting",LN94,"3FT Hon BA"
663,Accountancy,10,"Edge Hill University",E42,Accountancy,N410,"3FT Hon BSc"
664,Accountancy,10,"Edge Hill University",E42,Accountancy,N415,"2FT Fdg FdA"
665,Accountancy,10,"Edge Hill University",E42,"Business and Management (Accounting)",NN24,"3FT Hon BSc"
666,Accountancy,10,"The University of Edinburgh",E56,"Business Studies and Accounting",NN14,"4FT Hon MA"
667,Accountancy,10,"The University of Edinburgh",E56,"Economics and Accounting",LN14,"4FT Hon MA"
668,Accountancy,10,"The University of Edinburgh",E56,"Law and Accountancy",MN14,"4FT Hon LLB"
669,Accountancy,10,"The University of Essex",E70,Accounting,N400,"3FT Hon BA"
670,Accountancy,10,"The University of Essex",E70,"Accounting & Finance",N420,"3FT Hon BA"
671,Accountancy,10,"The University of Essex",E70,"Accounting & Management",NN24,"3FT Hon BA"
672,Accountancy,10,"The University of Essex",E70,"Accounting (four-year)",N401,"4FT Hon BA"
673,Accountancy,10,"The University of Essex",E70,"Accounting and Finance (four-year)",NN43,"4FT Hon BA"
674,Accountancy,10,"The University of Essex",E70,"Accounting and Management (four year)",NN42,"4FT Hon BA"
675,Accountancy,10,"The University of Essex",E70,"Accounting and Mathematics",GN14,"3FT Hon BSc"
676,Accountancy,10,"The University of Essex",E70,"Accounting with Economics",NL41,"3FT Hon BA"
677,Accountancy,10,"The University of Essex",E70,"Accounting with Economics (four-year)",N4L1,"4FT Hon BA"
678,Accountancy,10,"The University of Essex",E70,"Financial Software Engineering",G690,"3FT Hon BSc"
679,Accountancy,10,"University of Exeter",E84,"Accounting and Finance",N422,"3FT Hon BA"
680,Accountancy,10,"University of Exeter",E84,"Accounting and Finance w International Study",NN4H,"4FT Hon BA"
681,Accountancy,10,"University of Exeter",E84,"Accounting and Finance with European Study",N423,"4FT Hon BA"
682,Accountancy,10,"University of Exeter",E84,"Accounting and Finance with Ind Experience",NN43,"4FT Hon BA"
683,Accountancy,10,"University of Exeter",E84,"Accounting with Leadership",N4N2,"3FT Hon BA"
684,Accountancy,10,"University of Exeter",E84,"Accounting with Leadership w Indstl Exp (4yrs)",N4X9,"4FT Hon BA"
685,Accountancy,10,"University of Exeter",E84,"Accounting with Leadership w Intntl Study (4yrs)",N4NG,"4FT Hon BA"
686,Accountancy,10,"University of Exeter",E84,"Accounting with Leadership with European Study",N4NF,"4FT Hon BA"
687,Accountancy,10,"University of Exeter",E84,"Business and Accounting",NN41,"3FT Hon BA"
688,Accountancy,10,"University of Exeter",E84,"Business and Accounting with European Study",NN4C,"4FT Hon BA"
689,Accountancy,10,"University of Exeter",E84,"Business and Accounting with Intntl Study (4yrs)",NN1L,"4FT Hon BA"
690,Accountancy,10,"University of Exeter",E84,"Mathematics with Accounting",G1N4,"3FT Hon BSc"
691,Accountancy,10,"Farnborough College of Technology",F66,"Accounting and Business",NN41,"2FT Fdg FdA"
692,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Accounting & Finance",N420,"3FT/4SW Hon BA"
693,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Accounting and Law",MN14,"3FT Hon BA"
694,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Accounting with Law",N4M1,"3FT Hon BA"
695,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Accounting with Professional Welsh",N4Q5,"3FT Hon BA"
696,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Accounting with Spanish",N4R4,"3FT Hon BA"
697,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Business and Accounting",41NN,"2FT HND"
698,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Business and Accounting",NN14,"2.5FT Fdg FdA"
699,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Business and Accounting",NN1L,"1FT Hon BA"
700,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Business Excellence - Accounting",NN1K,"3FT Hon BA"
701,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Combined Studies Scheme (Honours) - (Accounting & Finance)",Y003,"3FT Hon Mod"
702,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Computing and Accounting",GN44,"3FT Hon BSc"
703,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Forensic Accounting",N490,"3FT Hon BA"
704,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"International Accounting",N401,"3FT/4SW Hon BA"
705,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Law with Accounting",M1N4,"3FT Hon LLB"
706,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Management Accounting",N411,"3FT Hon BA"
707,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Mathematical Sciences",G191,"3FT Hon BSc"
708,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,Mathematics,G100,"3FT/4SW Hon BSc"
709,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Mathematics and Accounting",GN1K,"3FT Hon BSc"
710,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Mathematics and English Studies",GQ13,"3FT Hon BSc"
711,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Mathematics and Psychology",GC18,"3FT Hon BSc"
712,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Mathematics with Accounting",G1NK,"3FT Hon BSc"
713,Accountancy,10,"University of Glamorgan, Cardiff and Pontypridd",G14,"Mathematics with History",G1V1,"3FT Hon BSc"
714,Accountancy,10,"University of Glasgow",G28,Accountancy,N400,"4FT Hon BAcc"
715,Accountancy,10,"University of Glasgow",G28,"Accountancy with Finance",N4N3,"4FT Hon BAcc"
716,Accountancy,10,"University of Glasgow",G28,"Accountancy with International Accounting",N401,"4FT Hon BAcc"
717,Accountancy,10,"University of Glasgow",G28,"Accountancy with Languages",N4T9,"4FT Hon BAcc"
718,Accountancy,10,"University of Glasgow",G28,Accountancy/Economics,LN14,"4FT Hon BAcc"
719,Accountancy,10,"University of Glasgow",G28,"Statistics and Accountancy",GN34,"4FT Hon BSc"
720,Accountancy,10,"Glasgow Caledonian University",G42,Accountancy,N400,"4FT Hon BA"
721,Accountancy,10,"The University of Gloucestershire",G50,"Accounting & Financial Management",NN34,"4SW Hon BA"
722,Accountancy,10,"The University of Gloucestershire",G50,"Accounting & Financial Management",NN43,"3FT Hon BA"
723,Accountancy,10,"The University of Gloucestershire",G50,"Accounting & Financial Management Studies",N400,"3FT Hon BA"
724,Accountancy,10,"The University of Gloucestershire",G50,"Accounting with Business Management",N4N2,"2FT Fdg FdA"
725,Accountancy,10,"The University of Gloucestershire",G50,"Business Info Tech and Accounting & Fin Mgt",GNMJ,"3FT Hon BA/BSc"
726,Accountancy,10,"The University of Gloucestershire",G50,"Business InfoTech and Accounting & Financial Mgt",GNMK,"4SW Hon BA/BSc"
727,Accountancy,10,"The University of Gloucestershire",G50,"Business Management & Strategy",N211,"1FT Hon BA"
728,Accountancy,10,"The University of Gloucestershire",G50,"Business Management and Accounting & Fin Mgt",NNF3,"4SW Hon BA"
729,Accountancy,10,"The University of Gloucestershire",G50,"Business Mgt and Accounting & Financial Mgt",NN24,"3FT Hon BA"
730,Accountancy,10,"University of Greenwich",G70,"Accounting and Finance",N400,"3FT Hon BA"
731,Accountancy,10,"University of Greenwich",G70,"Accounting and Financial Information Systems",NN43,"3FT Hon BA"
732,Accountancy,10,"University of Greenwich",G70,"Accounting, Audit and Assurance",NN4H,"3FT Hon BA"
733,Accountancy,10,"University of Greenwich",G70,"Business with Accounting",4N1N,"2FT HND"
734,Accountancy,10,"University of Greenwich",G70,"Economics and Accounting",LN14,"3FT Hon BA"
735,Accountancy,10,"Greenwich School of Management",G74,"Accounting and Finance",NN43,"2FT Hon BSc"
736,Accountancy,10,"Heriot-Watt University, Edinburgh",H24,"Accountancy and Business Law",NM32,"4FT Hon MA"
737,Accountancy,10,"Heriot-Watt University, Edinburgh",H24,"Accountancy and Finance",NN34,"4FT Hon MA"
738,Accountancy,10,"Heriot-Watt University, Edinburgh",H24,"Combined Studies - (Accountancy and Finance)",CFG0,"4FT Hon BSc"
739,Accountancy,10,"Heriot-Watt University, Edinburgh",H24,"Economics and Accountancy",LN14,"4FT Hon MA"
740,Accountancy,10,"University of Hertfordshire",H36,Accounting,N400,"3FT/4SW Hon BA"
741,Accountancy,10,"University of Hertfordshire",H36,"Accounting and Finance",NN43,"3FT/4SW Hon BA"
742,Accountancy,10,"University of Hertfordshire",H36,"Accounting and Management Information Systems",GN54,"3FT/4SW Hon BSc"
743,Accountancy,10,"University of Hertfordshire",H36,"Accounting with French",NR41,"3FT/4SW Hon BA"
744,Accountancy,10,"University of Hertfordshire",H36,"Accounting with German",NR42,"3FT/4SW Hon BA"
745,Accountancy,10,"University of Hertfordshire",H36,"Accounting with Italian",NR43,"3FT/4FT Hon BA"
746,Accountancy,10,"University of Hertfordshire",H36,"Accounting with Mandarin Chinese",N4T1,"3FT/4SW Hon BA"
747,Accountancy,10,"University of Hertfordshire",H36,"Accounting with Spanish",NR44,"3FT/4SW Hon BA"
748,Accountancy,10,"University of Hertfordshire",H36,Accounting/Business,NN4D,"3FT/4SW Hon BA"
749,Accountancy,10,"University of Hertfordshire",H36,Accounting/Economics,NL41,"3FT/4SW Hon BA"
750,Accountancy,10,"University of Hertfordshire",H36,"Accounting/European Business",NN4C,"3FT/4SW Hon BA"
751,Accountancy,10,"University of Hertfordshire",H36,"Accounting/European Studies",NR48,"3FT/4SW Hon BA"
752,Accountancy,10,"University of Hertfordshire",H36,"Accounting/Event Management",NN4V,"3FT/4SW Hon BA"
753,Accountancy,10,"University of Hertfordshire",H36,"Accounting/Human Resources",NN46,"3FT/4SW Hon BA"
754,Accountancy,10,"University of Hertfordshire",H36,"Accounting/Management Sciences",NN42,"3FT/4SW Hon BA"
755,Accountancy,10,"University of Hertfordshire",H36,Accounting/Marketing,NN45,"3FT/4FT Hon BA"
756,Accountancy,10,"University of Hertfordshire",H36,Accounting/Tourism,NN48,"3FT Hon BA"
757,Accountancy,10,"University of Hertfordshire",H36,"Business Economics/Accounting",LN14,"3FT/4SW Hon BA"
758,Accountancy,10,"University of Hertfordshire",H36,"Business Joint Honours (Open Programme)",NN41,"3FT/4SW Hon BA/BSc"
759,Accountancy,10,"University of Hertfordshire",H36,"Business with Finance",N1N3,"2FT Fdg FdA"
760,Accountancy,10,"University of Hertfordshire",H36,"European Business/Accounting",NN14,"3FT/4SW Hon BA"
761,Accountancy,10,"University of Hertfordshire",H36,Finance,N300,"3FT/4SW Hon BA"
762,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics",GN13,"3FT Hon BSc"
763,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics/Business",G9N1,"3FT/4SW Hon BSc"
764,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics/Computing",G9G4,"3FT/4SW Hon BSc"
765,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics/Digital Media Technology",G9H6,"3FT/4SW Hon BSc"
766,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics/Economics",G9L1,"3FT/4SW Hon BSc"
767,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics/Environmental Studies",G9F9,"3FT/4SW Hon BSc"
768,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics/French",G9R1,"3FT/4SW Hon BSc"
769,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics/Human Biology",G9B1,"3FT/4SW Hon BSc"
770,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics/Human Geography",G9L7,"3FT/4SW Hon BSc"
771,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics/Management Science",G9G2,"3FT/4SW Hon BSc"
772,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics/Philosophy",G9V5,"3FT/4SW Hon BSc"
773,Accountancy,10,"University of Hertfordshire",H36,"Financial Mathematics/Spanish",G9R4,"3FT/4SW Hon BSc"
774,Accountancy,10,"University of Hertfordshire",H36,"Human Biology/Financial Mathematics",B1G9,"3FT/4SW Hon BSc"
775,Accountancy,10,"University of Hertfordshire",H36,"Human Geography/Financial Mathematics",L7G9,"3FT/4SW Hon BSc"
776,Accountancy,10,"University of Hertfordshire",H36,"Human Resources/Accounting",NN64,"3FT/4SW Hon BA"
777,Accountancy,10,"University of Hertfordshire",H36,"Management Science/Financial Mathematics",G2G9,"3FT/4SW Hon BSc"
778,Accountancy,10,"University of Hertfordshire",H36,"Management Sciences/Accounting",NN24,"3FT/4SW Hon BSc"
779,Accountancy,10,"University of Hertfordshire",H36,Marketing/Accounting,NN54,"3FT/4SW Hon BA"
780,Accountancy,10,"University of Hertfordshire",H36,"Philosophy/Financial Mathematics",V5G9,"3FT/4SW Hon BSc"
781,Accountancy,10,"University of Hertfordshire",H36,Tourism/Accounting,NN84,"3FT Hon BA"
782,Accountancy,10,"Highbury College",H39,"Business & Accounting",NN14,"2FT Fdg FdA"
783,Accountancy,10,"UHI Millennium Institute",H49,Accounting,004N,"2FT HND"
784,Accountancy,10,"UHI Millennium Institute",H49,Accounting,104N,"1FT HNC"
785,Accountancy,10,"Holborn College",H50,Accountancy,N400,"3FT Hon BA"
786,Accountancy,10,"The University of Huddersfield",H60,Accountancy,N410,"3FT/4SW Hon BA"
787,Accountancy,10,"The University of Huddersfield",H60,"Accountancy and Finance",N420,"3FT/4SW Hon BA"
788,Accountancy,10,"The University of Huddersfield",H60,"Accountancy with Financial Services",N4N3,"3FT/4SW Hon BA"
789,Accountancy,10,"The University of Huddersfield",H60,"Accountancy with Information Systems",N4G5,"3FT/4SW Hon BA"
790,Accountancy,10,"The University of Huddersfield",H60,"Accountancy with Law",N4M1,"3FT/4SW Hon BA(Hons)"
791,Accountancy,10,"The University of Huddersfield",H60,"Accountancy with Small Businesses",N4N1,"3FT/4SW Hon BA"
792,Accountancy,10,"The University of Huddersfield",H60,"International Accountancy (Top-up)",N414,"1FT Hon BA"
793,Accountancy,10,"The University of Huddersfield",H60,"Law and Accountancy",MN14,"3FT/4SW Hon BA"
794,Accountancy,10,"The University of Hull",H72,Accounting,N400,"3FT Hon BSc"
795,Accountancy,10,"The University of Hull",H72,"Accounting & Bus Economics  (Intntl) (4 yrs)",LNC4,"4FT Hon BSc"
796,Accountancy,10,"The University of Hull",H72,"Accounting & Financial Mgt (Intntl) (4 yrs)",NN4H,"4FT Hon BSc"
797,Accountancy,10,"The University of Hull",H72,"Accounting & Financial Mgt (w. Prof Exp) (4 yrs)",NN4J,"4FT Hon BSc"
798,Accountancy,10,"The University of Hull",H72,"Accounting (International) (4 years)",N401,"4FT Hon BSc"
799,Accountancy,10,"The University of Hull",H72,"Accounting (with Professional Experience) (4 yr)",N402,"4SW Hon BSc"
